"peak_index","seqnames","start","end","width","strand","name","peak_detection"
142713,"chr19",4755751,4757171,1421,"*","chr19:4755751-4757171",8024
142720,"chr19",4793519,4794417,899,"*","chr19:4793519-4794417",8156
142721,"chr19",4810988,4812260,1273,"*","chr19:4810988-4812260",9872
142722,"chr19",4820408,4821336,929,"*","chr19:4820408-4821336",4793
142726,"chr19",4838804,4839794,991,"*","chr19:4838804-4839794",6129
142729,"chr19",4855109,4855876,768,"*","chr19:4855109-4855876",3240
142732,"chr19",4877978,4879141,1164,"*","chr19:4877978-4879141",6333
142742,"chr19",4927967,4928759,793,"*","chr19:4927967-4928759",6689
142744,"chr19",4942613,4943669,1057,"*","chr19:4942613-4943669",2759
142746,"chr19",4961873,4962749,877,"*","chr19:4961873-4962749",4060
142754,"chr19",5016217,5017284,1068,"*","chr19:5016217-5017284",2124
142755,"chr19",5023602,5024739,1138,"*","chr19:5023602-5024739",6068
142756,"chr19",5038387,5039353,967,"*","chr19:5038387-5039353",4195
142757,"chr19",5041087,5041754,668,"*","chr19:5041087-5041754",3151
142769,"chr19",5071789,5073595,1807,"*","chr19:5071789-5073595",3306
142771,"chr19",5087971,5089167,1197,"*","chr19:5087971-5089167",9786
142772,"chr19",5094272,5094785,514,"*","chr19:5094272-5094785",2230
142774,"chr19",5106324,5107459,1136,"*","chr19:5106324-5107459",5958
142775,"chr19",5108400,5109298,899,"*","chr19:5108400-5109298",2518
142776,"chr19",5117291,5118759,1469,"*","chr19:5117291-5118759",5900
142807,"chr19",5272415,5273827,1413,"*","chr19:5272415-5273827",4786
142811,"chr19",5295137,5295973,837,"*","chr19:5295137-5295973",7077
142823,"chr19",5366240,5367276,1037,"*","chr19:5366240-5367276",6269
142825,"chr19",5388340,5389176,837,"*","chr19:5388340-5389176",5426
142828,"chr19",5406148,5407659,1512,"*","chr19:5406148-5407659",3736
142832,"chr19",5424169,5425666,1498,"*","chr19:5424169-5425666",8003
142841,"chr19",5456772,5458213,1442,"*","chr19:5456772-5458213",5169
142843,"chr19",5460451,5461065,615,"*","chr19:5460451-5461065",2371
142845,"chr19",5473746,5475442,1697,"*","chr19:5473746-5475442",2679
142847,"chr19",5487964,5488808,845,"*","chr19:5487964-5488808",7530
142848,"chr19",5489095,5489674,580,"*","chr19:5489095-5489674",5935
142849,"chr19",5490408,5491157,750,"*","chr19:5490408-5491157",4913
142850,"chr19",5491397,5491898,502,"*","chr19:5491397-5491898",2602
142852,"chr19",5510372,5511254,883,"*","chr19:5510372-5511254",6415
142856,"chr19",5529327,5530514,1188,"*","chr19:5529327-5530514",5992
142862,"chr19",5559946,5562015,2070,"*","chr19:5559946-5562015",5257
142864,"chr19",5567303,5568728,1426,"*","chr19:5567303-5568728",7381
142871,"chr19",5601669,5602783,1115,"*","chr19:5601669-5602783",2450
142873,"chr19",5609533,5610627,1095,"*","chr19:5609533-5610627",5024
142877,"chr19",5636489,5638222,1734,"*","chr19:5636489-5638222",4510
142879,"chr19",5648613,5649902,1290,"*","chr19:5648613-5649902",4000
142882,"chr19",5663028,5664098,1071,"*","chr19:5663028-5664098",4393
142886,"chr19",5688444,5689388,945,"*","chr19:5688444-5689388",10619
142887,"chr19",5689661,5690247,587,"*","chr19:5689661-5690247",4278
142901,"chr19",5729366,5730008,643,"*","chr19:5729366-5730008",2413
142902,"chr19",5731611,5732170,560,"*","chr19:5731611-5732170",2803
142905,"chr19",5741687,5742742,1056,"*","chr19:5741687-5742742",2529
142913,"chr19",5770944,5771804,861,"*","chr19:5770944-5771804",5528
142917,"chr19",5786580,5787687,1108,"*","chr19:5786580-5787687",3603
142918,"chr19",5793270,5795633,2364,"*","chr19:5793270-5795633",4761
142920,"chr19",5802627,5803012,386,"*","chr19:5802627-5803012",2327
142921,"chr19",5803228,5804086,859,"*","chr19:5803228-5804086",8945
142922,"chr19",5806175,5807069,895,"*","chr19:5806175-5807069",2113
142924,"chr19",5809940,5811144,1205,"*","chr19:5809940-5811144",2740
142925,"chr19",5812127,5812656,530,"*","chr19:5812127-5812656",2181
142927,"chr19",5816122,5816554,433,"*","chr19:5816122-5816554",2719
142928,"chr19",5817838,5818513,676,"*","chr19:5817838-5818513",3314
142930,"chr19",5822236,5822946,711,"*","chr19:5822236-5822946",1810
142934,"chr19",5831524,5832419,896,"*","chr19:5831524-5832419",2476
142940,"chr19",5845309,5847672,2364,"*","chr19:5845309-5847672",12574
142941,"chr19",5848240,5848854,615,"*","chr19:5848240-5848854",2147
142943,"chr19",5850063,5850689,627,"*","chr19:5850063-5850689",3773
142950,"chr19",5875091,5875678,588,"*","chr19:5875091-5875678",2985
142951,"chr19",5877816,5879248,1433,"*","chr19:5877816-5879248",5319
142958,"chr19",5893887,5894610,724,"*","chr19:5893887-5894610",4411
142960,"chr19",5912175,5913777,1603,"*","chr19:5912175-5913777",5951
142964,"chr19",5923791,5925341,1551,"*","chr19:5923791-5925341",6748
142967,"chr19",5929742,5930680,939,"*","chr19:5929742-5930680",1874
142970,"chr19",5940099,5940870,772,"*","chr19:5940099-5940870",2222
142976,"chr19",5955666,5957187,1522,"*","chr19:5955666-5957187",3295
142977,"chr19",5963875,5964633,759,"*","chr19:5963875-5964633",2098
142988,"chr19",6014982,6016363,1382,"*","chr19:6014982-6016363",3290
142993,"chr19",6046151,6047424,1274,"*","chr19:6046151-6047424",7570
142994,"chr19",6057598,6058259,662,"*","chr19:6057598-6058259",5888
142995,"chr19",6061132,6061579,448,"*","chr19:6061132-6061579",3838
142997,"chr19",6066888,6068334,1447,"*","chr19:6066888-6068334",5402
142999,"chr19",6076834,6077629,796,"*","chr19:6076834-6077629",3046
143000,"chr19",6084779,6086020,1242,"*","chr19:6084779-6086020",4967
143005,"chr19",6117857,6118925,1069,"*","chr19:6117857-6118925",4652
143007,"chr19",6127713,6128600,888,"*","chr19:6127713-6128600",6329
143010,"chr19",6140621,6141875,1255,"*","chr19:6140621-6141875",7435
143026,"chr19",6235748,6236665,918,"*","chr19:6235748-6236665",7023
143027,"chr19",6241303,6242190,888,"*","chr19:6241303-6242190",7199
143032,"chr19",6263050,6263602,553,"*","chr19:6263050-6263602",2800
143037,"chr19",6271870,6272660,791,"*","chr19:6271870-6272660",2458
143038,"chr19",6276114,6277230,1117,"*","chr19:6276114-6277230",9193
143039,"chr19",6278269,6278751,483,"*","chr19:6278269-6278751",4304
143045,"chr19",6290918,6292266,1349,"*","chr19:6290918-6292266",3898
143050,"chr19",6304836,6305340,505,"*","chr19:6304836-6305340",2739
143051,"chr19",6306076,6307101,1026,"*","chr19:6306076-6307101",5392
143056,"chr19",6334662,6335386,725,"*","chr19:6334662-6335386",7280
143057,"chr19",6340091,6341679,1589,"*","chr19:6340091-6341679",6597
143062,"chr19",6363410,6364256,847,"*","chr19:6363410-6364256",14611
143075,"chr19",6400827,6402461,1635,"*","chr19:6400827-6402461",2992
143081,"chr19",6418182,6419006,825,"*","chr19:6418182-6419006",2279
143087,"chr19",6451921,6452762,842,"*","chr19:6451921-6452762",2211
143115,"chr19",6542615,6544022,1408,"*","chr19:6542615-6544022",2567
143116,"chr19",6546272,6546678,407,"*","chr19:6546272-6546678",1937
143117,"chr19",6548508,6549186,679,"*","chr19:6548508-6549186",3067
143129,"chr19",6598497,6599859,1363,"*","chr19:6598497-6599859",1854
143138,"chr19",6630033,6630989,957,"*","chr19:6630033-6630989",2113
143155,"chr19",6839722,6841256,1535,"*","chr19:6839722-6841256",3007
143165,"chr19",6871536,6872526,991,"*","chr19:6871536-6872526",4777
143169,"chr19",6904849,6905454,606,"*","chr19:6904849-6905454",3367
143172,"chr19",6909372,6910762,1391,"*","chr19:6909372-6910762",8641
143174,"chr19",6919822,6920844,1023,"*","chr19:6919822-6920844",4086
143175,"chr19",6921712,6922606,895,"*","chr19:6921712-6922606",11838
143182,"chr19",6941360,6942874,1515,"*","chr19:6941360-6942874",8390
143183,"chr19",6950746,6953170,2425,"*","chr19:6950746-6953170",8881
143185,"chr19",6968579,6970551,1973,"*","chr19:6968579-6970551",3767
143186,"chr19",6974410,6975263,854,"*","chr19:6974410-6975263",3544
143188,"chr19",6979660,6980915,1256,"*","chr19:6979660-6980915",14930
143189,"chr19",6986971,6988037,1067,"*","chr19:6986971-6988037",2829
143190,"chr19",6992289,6993037,749,"*","chr19:6992289-6993037",5576
143191,"chr19",6995913,6996494,582,"*","chr19:6995913-6996494",3875
143198,"chr19",7039675,7040747,1073,"*","chr19:7039675-7040747",14884
143200,"chr19",7056556,7057170,615,"*","chr19:7056556-7057170",2612
143201,"chr19",7057381,7058378,998,"*","chr19:7057381-7058378",5113
143206,"chr19",7072105,7073082,978,"*","chr19:7072105-7073082",1881
143231,"chr19",7135314,7136595,1282,"*","chr19:7135314-7136595",5568
143232,"chr19",7136788,7137280,493,"*","chr19:7136788-7137280",2844
143247,"chr19",7160217,7161074,858,"*","chr19:7160217-7161074",2218
143252,"chr19",7172325,7172886,562,"*","chr19:7172325-7172886",1792
143254,"chr19",7178874,7179588,715,"*","chr19:7178874-7179588",3741
143255,"chr19",7180910,7181541,632,"*","chr19:7180910-7181541",2204
143256,"chr19",7182313,7183168,856,"*","chr19:7182313-7183168",4913
143260,"chr19",7191698,7192269,572,"*","chr19:7191698-7192269",3923
143261,"chr19",7192422,7193177,756,"*","chr19:7192422-7193177",4321
143264,"chr19",7205773,7206875,1103,"*","chr19:7205773-7206875",6686
143266,"chr19",7217265,7218112,848,"*","chr19:7217265-7218112",8647
143273,"chr19",7240911,7241616,706,"*","chr19:7240911-7241616",6011
143279,"chr19",7267247,7269219,1973,"*","chr19:7267247-7269219",3585
143291,"chr19",7294746,7295880,1135,"*","chr19:7294746-7295880",2701
143294,"chr19",7302139,7303015,877,"*","chr19:7302139-7303015",2151
143296,"chr19",7305997,7306549,553,"*","chr19:7305997-7306549",2022
143298,"chr19",7308058,7308788,731,"*","chr19:7308058-7308788",2121
143299,"chr19",7309897,7310665,769,"*","chr19:7309897-7310665",1904
143300,"chr19",7310815,7311350,536,"*","chr19:7310815-7311350",2182
143307,"chr19",7341368,7342294,927,"*","chr19:7341368-7342294",10781
143312,"chr19",7382274,7383515,1242,"*","chr19:7382274-7383515",5701
143320,"chr19",7416794,7418433,1640,"*","chr19:7416794-7418433",3940
143321,"chr19",7422203,7424151,1949,"*","chr19:7422203-7424151",4043
143334,"chr19",7482372,7484005,1634,"*","chr19:7482372-7484005",7724
143335,"chr19",7494060,7495197,1138,"*","chr19:7494060-7495197",10139
143342,"chr19",7557397,7558167,771,"*","chr19:7557397-7558167",2381
143359,"chr19",7606061,7607554,1494,"*","chr19:7606061-7607554",3423
143415,"chr19",8251785,8253084,1300,"*","chr19:8251785-8253084",4345
143447,"chr19",8592967,8593511,545,"*","chr19:8592967-8593511",2021
143453,"chr19",8604708,8605676,969,"*","chr19:8604708-8605676",3796
143455,"chr19",8613125,8614173,1049,"*","chr19:8613125-8614173",1888
143462,"chr19",8630422,8631559,1138,"*","chr19:8630422-8631559",2198
143483,"chr19",8712964,8714227,1264,"*","chr19:8712964-8714227",6619
143485,"chr19",8722918,8723739,822,"*","chr19:8722918-8723739",7038
143486,"chr19",8735514,8736284,771,"*","chr19:8735514-8736284",2686
143487,"chr19",8741013,8742094,1082,"*","chr19:8741013-8742094",9975
143489,"chr19",8756681,8757616,936,"*","chr19:8756681-8757616",5464
143491,"chr19",8770890,8771398,509,"*","chr19:8770890-8771398",1856
143492,"chr19",8774297,8775238,942,"*","chr19:8774297-8775238",4570
143493,"chr19",8785982,8786718,737,"*","chr19:8785982-8786718",7507
143494,"chr19",8798366,8798943,578,"*","chr19:8798366-8798943",3855
143495,"chr19",8802176,8803003,828,"*","chr19:8802176-8803003",8114
143497,"chr19",8819064,8820511,1448,"*","chr19:8819064-8820511",14074
143502,"chr19",8837241,8838688,1448,"*","chr19:8837241-8838688",4314
143503,"chr19",8840213,8840952,740,"*","chr19:8840213-8840952",2415
143510,"chr19",8871116,8872053,938,"*","chr19:8871116-8872053",5300
143511,"chr19",8880322,8881291,970,"*","chr19:8880322-8881291",2969
143512,"chr19",8888624,8889233,610,"*","chr19:8888624-8889233",4356
143514,"chr19",8897546,8898600,1055,"*","chr19:8897546-8898600",6262
143517,"chr19",8919926,8921005,1080,"*","chr19:8919926-8921005",5808
143518,"chr19",8929026,8930319,1294,"*","chr19:8929026-8930319",4564
143519,"chr19",8941537,8942762,1226,"*","chr19:8941537-8942762",7170
143522,"chr19",8953336,8954177,842,"*","chr19:8953336-8954177",5123
143523,"chr19",8966452,8967500,1049,"*","chr19:8966452-8967500",10337
143532,"chr19",8988849,8990859,2011,"*","chr19:8988849-8990859",4878
143534,"chr19",8992604,8993357,754,"*","chr19:8992604-8993357",2073
143559,"chr19",9082134,9083082,949,"*","chr19:9082134-9083082",2108
143570,"chr19",9134924,9136019,1096,"*","chr19:9134924-9136019",2489
143577,"chr19",9899157,9900187,1031,"*","chr19:9899157-9900187",7708
143599,"chr19",9954276,9955408,1133,"*","chr19:9954276-9955408",2772
143607,"chr19",9978628,9979420,793,"*","chr19:9978628-9979420",4082
143608,"chr19",9982249,9983373,1125,"*","chr19:9982249-9983373",8435
143612,"chr19",9992724,9993726,1003,"*","chr19:9992724-9993726",2964
143620,"chr19",10017911,10018690,780,"*","chr19:10017911-10018690",3676
143629,"chr19",10038571,10039474,904,"*","chr19:10038571-10039474",2129
143631,"chr19",10041202,10042238,1037,"*","chr19:10041202-10042238",4485
143638,"chr19",10057319,10058317,999,"*","chr19:10057319-10058317",3809
143642,"chr19",10070598,10071806,1209,"*","chr19:10070598-10071806",3050
143645,"chr19",10100577,10102462,1886,"*","chr19:10100577-10102462",8781
143662,"chr19",10182637,10183822,1186,"*","chr19:10182637-10183822",6300
143664,"chr19",10188302,10189066,765,"*","chr19:10188302-10189066",3514
143671,"chr19",10203561,10204554,994,"*","chr19:10203561-10204554",4231
143679,"chr19",10240381,10241134,754,"*","chr19:10240381-10241134",2717
143687,"chr19",10266385,10267579,1195,"*","chr19:10266385-10267579",2526
143690,"chr19",10277215,10278469,1255,"*","chr19:10277215-10278469",3509
143700,"chr19",10304555,10305373,819,"*","chr19:10304555-10305373",1984
143718,"chr19",10388674,10389782,1109,"*","chr19:10388674-10389782",3399
143736,"chr19",10456843,10457998,1156,"*","chr19:10456843-10457998",2097
143746,"chr19",10524961,10526426,1466,"*","chr19:10524961-10526426",6762
143747,"chr19",10555625,10556592,968,"*","chr19:10555625-10556592",3182
143751,"chr19",10576953,10578131,1179,"*","chr19:10576953-10578131",5999
143759,"chr19",10602572,10603344,773,"*","chr19:10602572-10603344",2904
143760,"chr19",10604041,10604844,804,"*","chr19:10604041-10604844",2495
143761,"chr19",10605292,10606127,836,"*","chr19:10605292-10606127",7069
143765,"chr19",10634108,10635448,1341,"*","chr19:10634108-10635448",3292
143778,"chr19",10688461,10689465,1005,"*","chr19:10688461-10689465",5740
143791,"chr19",10709333,10710543,1211,"*","chr19:10709333-10710543",2937
143831,"chr19",10868562,10870689,2128,"*","chr19:10868562-10870689",3001
143835,"chr19",10880266,10882309,2044,"*","chr19:10880266-10882309",4703
143836,"chr19",10894956,10895791,836,"*","chr19:10894956-10895791",6652
143837,"chr19",10904706,10906022,1317,"*","chr19:10904706-10906022",3003
143844,"chr19",10940253,10941495,1243,"*","chr19:10940253-10941495",1949
143845,"chr19",10949170,10949707,538,"*","chr19:10949170-10949707",4358
143861,"chr19",11044946,11045666,721,"*","chr19:11044946-11045666",1962
143920,"chr19",11770194,11770984,791,"*","chr19:11770194-11770984",2027
143930,"chr19",11815015,11815505,491,"*","chr19:11815015-11815505",1870
143932,"chr19",11818348,11819295,948,"*","chr19:11818348-11819295",3375
143939,"chr19",11911796,11913308,1513,"*","chr19:11911796-11913308",7884
143943,"chr19",11965130,11966083,954,"*","chr19:11965130-11966083",16237
143952,"chr19",12005582,12006383,802,"*","chr19:12005582-12006383",2464
143954,"chr19",12010313,12010849,537,"*","chr19:12010313-12010849",2120
143955,"chr19",12011138,12012780,1643,"*","chr19:12011138-12012780",5562
143978,"chr19",12475524,12476006,483,"*","chr19:12475524-12476006",3387
143981,"chr19",12483774,12484733,960,"*","chr19:12483774-12484733",1781
143983,"chr19",12487833,12489834,2002,"*","chr19:12487833-12489834",4487
143987,"chr19",12501042,12502480,1439,"*","chr19:12501042-12502480",5239
143994,"chr19",12573188,12574619,1432,"*","chr19:12573188-12574619",2644
143998,"chr19",12595621,12597542,1922,"*","chr19:12595621-12597542",5787
144000,"chr19",12608437,12609057,621,"*","chr19:12608437-12609057",2662
144004,"chr19",12633198,12633886,689,"*","chr19:12633198-12633886",2210
144013,"chr19",12684489,12685770,1282,"*","chr19:12684489-12685770",3001
144014,"chr19",12695247,12696152,906,"*","chr19:12695247-12696152",2322
144023,"chr19",12720312,12722737,2426,"*","chr19:12720312-12722737",1908
144034,"chr19",12794821,12795178,358,"*","chr19:12794821-12795178",2668
144035,"chr19",12795531,12797034,1504,"*","chr19:12795531-12797034",12909
144119,"chr19",14597843,14599082,1240,"*","chr19:14597843-14599082",14518
144148,"chr19",14889919,14891436,1518,"*","chr19:14889919-14891436",2573
144201,"chr19",15667831,15669068,1238,"*","chr19:15667831-15669068",1826
144232,"chr19",15924281,15926303,2023,"*","chr19:15924281-15926303",5500
144245,"chr19",15984553,15985392,840,"*","chr19:15984553-15985392",3208
144273,"chr19",16112837,16113912,1076,"*","chr19:16112837-16113912",1763
144276,"chr19",16132044,16134297,2254,"*","chr19:16132044-16134297",8157
144338,"chr19",16325784,16326509,726,"*","chr19:16325784-16326509",3242
144359,"chr19",16435096,16436435,1340,"*","chr19:16435096-16436435",3499
144360,"chr19",16437846,16438548,703,"*","chr19:16437846-16438548",1980
144361,"chr19",16439358,16440547,1190,"*","chr19:16439358-16440547",1866
144413,"chr19",16780336,16781941,1606,"*","chr19:16780336-16781941",7046
144425,"chr19",16955584,16956522,939,"*","chr19:16955584-16956522",2004
144497,"chr19",17372566,17373323,758,"*","chr19:17372566-17373323",2058
144504,"chr19",17393647,17394701,1055,"*","chr19:17393647-17394701",5582
144511,"chr19",17436523,17437330,808,"*","chr19:17436523-17437330",2096
144588,"chr19",17836598,17838061,1464,"*","chr19:17836598-17838061",4732
